event_category,event_action,event_label,total_events,unique_events
city_landing,price_button_submit,Tula / Показать предложения (11),8,7
city_landing,price_button_submit,Sochi / Показать предложения (39),12,10
city_landing,search-tools-button_open,Penza / Сортировка,2,2
city_landing,filters-categories_click,Gelendzhik / ЭКСКУРСИИ В ГЕЛЕНДЖИКЕ ЦЕНЫ,1,1
city_landing,price_button_submit,Moscow / Показать предложения (345),2,2
city_landing,clear_filter_mobile,Vienna,12,11
city_landing,start_date_click,Vilnius,9,4
city_landing,ticket-type_checkbox,Irkutsk / Мини-группа,29,26
city_landing,price_button_submit,Vladivostok / Показать предложения (28),3,3
city_landing,filters-categories_click,Krakow / Необычные,3,3
city_landing,price_button_submit,Sochi / Показать предложения (222),10,9
city_landing,filters-categories_click,Barcelona / Сначала самые дешевые,62,50
city_landing,filters-categories_click,Novorossiysk / Автобусные,42,32
city_landing,search-tools-button_open,Crete / Фильтры Выбрано: 1,9,9
city_landing,price_button_submit,Sharm-el-Sheikh / Показать предложения (5),27,26
city_landing,filters-categories_click,Sergiev Posad / Групповые,10,8
city_landing,dates_filter_mobile,Ivanovo / Сегодня,2,2
city_landing,price_button_submit,Istanbul / Показать предложения (28),14,12
city_landing,search-tools-button_open,Irkutsk / КБЖД,2,2
city_landing,price_button_submit,Moscow / Показать предложения (233),4,3
city_landing,price_button_submit,Olkhon / Показать предложения (9),1,1
city_landing,price_third,Petrozavodsk,6,4
city_landing,search-tools-button_open,Adler / КАКИЕ ЭКСКУРСИИ В АДЛЕРЕ,1,1
city_landing,filters-categories_click,Saint Petersburg / СЕМЕЙНЫЕ ЭКСКУРСИИ В ПЕТЕРБУРГЕ,2,1
city_landing,price_button_submit,Tbilisi / Показать предложения (22),4,4
city_landing,price_button_submit,Istanbul / Показать предложения (108),2,2
city_landing,filters-categories_click,Tula / Обзорные,23,17
city_landing,search-tools-button_open,Haifa / Категории Все,4,4
city_landing,price_button_submit,Kaliningrad / Показать предложения (134),1,1
city_landing,search-tools-button_open,Kaliningrad / Замки,18,16
city_landing,price_button_submit,Dusseldorf / Показать предложения (2),1,1
city_landing,search-tools-button_open,San Sebastian / Выбрано: 0,1,1
City Page,Page Visit,Hertogenbosch,3,3
city_landing,price_button_submit,Ulyanovsk / Показать предложения (18),6,6
city_landing,end_date_click,Odessa,1,1
city_landing,search-tools-button_open,Sharjah / Выбрано: 3,1,1
city_landing,price_button_submit,Saint Petersburg / Показать предложения (427),5,4
city_landing,price_button_submit,Sochi / Показать предложения (193),21,16
city_landing,price_button_submit,Saint Petersburg / Показать предложения (51),36,32
city_landing,search-tools-button_open,Pyatigorsk / ОБЗОРНАЯ ЭКСКУРСИЯ ПО ПЯТИГОРСКУ,3,3
city_landing,price_button_submit,Nizhny Novgorod / Показать предложения (105),1,1
city_landing,end_date_click,Vyborg,73,66
city_landing,end_date_click,Gaspra,8,4
city_landing,price_button_submit,Nizhny Novgorod / Показать предложения (48),5,4
city_landing,search-tools-button_open,Evpatoria / Групповые,1,1
city_landing,price_third,Saint Petersburg,186,94
city_landing,filters-categories_click,Novosibirsk / Популярные,33,24
city_landing,filters-categories_click,Kolomna / Гастрономические,4,4
city_landing,price_button_submit,Vladivostok / Показать предложения (61),1,1
city_landing,price_second,Thessaloniki,3,1
city_landing,pay-type_checkbox,Kusadasi / Оплата на месте (без предоплаты),4,4
city_landing,search-tools-button_open,Budva / Выбрано: 3,1,1
city_landing,price_button_submit,Sochi / Показать предложения (144),3,3
city_landing,search-tools-button_open,Tula / ЭКСКУРСИИ ПО ТУЛЕ,1,1
city_landing,search-tools-button_open,Abakan / Категории,5,4
city_landing,price_button_submit,Nalchik / Показать предложения (33),14,12
city_landing,dates_filter_mobile,Ayia Napa / Сегодня,11,7
city_landing,search-tools-button_open,Prague / ЭКСКУРСИИ ПРАГА,8,6
city_landing,price_button_submit,Protaras / Показать предложения (12),8,8
city_landing,price_button_close,Yoshkar-Ola,1,1
city_landing,search-tools-button_open,Tashkent / Категории,1,1
city_landing,search-tools-button_open,Tolyatti / Фильтры,1,1
city_landing,filters-categories_click,Hurghada / Выездные,45,38
city_landing,search-tools-button_open,Anapa / Категории ЭКСКУРСИИ АНАПА 2021 АВГУСТ,1,1
city_landing,price_button_submit,Baku / Показать предложения (24),1,1
City Page,Page Visit,Costa Dorada,6,6
city_landing,end_date_click,Vladimir,82,63
city_landing,search-tools-button_open,Sortavala / ЭКСКУРСИЯ В КИЖИ ИЗ СОРТАВАЛА,1,1
city_landing,dates_filter_mobile,Pattaya / Сегодня,1,1
city_landing,price_button_submit,Vyborg / Показать предложения (24),3,3
city_landing,price_button_submit,Kislovodsk / Показать предложения (12),28,26
city_landing,price_button_submit,London / Показать предложения (50),5,5
city_landing,filters-categories_click,Side / Выездные,7,7
city_landing,start_date_click,Adler,221,173
city_landing,price_button_close,Phuket,11,9
city_landing,price_button_submit,London / Показать предложения (16),2,2
city_landing,price_button_close,Nha Trang,1,1
city_landing,price_button_submit,Sochi / Показать предложения (182),4,4
city_landing,search-tools-button_open,Antalya / Сначала самые дешевые,12,11
city_landing,price_button_submit,Alanya / Ничего не найдено :(,20,12
city_landing,price_button_submit,Lisbon / Показать предложения (64),10,9
City Page,Page Visit,Versailles,3,3
city_landing,price_button_submit,Adler / Показать предложения (56),7,6
city_landing,ticket-type_checkbox,Vologda / Мини-группа,6,4
city_landing,price_button_submit,Vladikavkaz / Показать предложения (29),18,14
city_landing,price_button_submit,Tbilisi / Показать предложения (60),4,3
city_landing,price_button_submit,Kamchatka / Показать предложения (4),2,2
city_landing,clear_filter_mobile,Eilat,2,2
city_landing,search-tools-button_open,Leningrad Oblast / Категории,1,1
city_landing,price_button_close,Alanya,202,157
city_landing,filters-categories_click,Moscow / ЭКСКУРСИИ ПО Г МОСКВА,1,1
city_landing,search-tools-button_open,Svetlogorsk / Выбрано: 2,2,2
city_landing,search-tools-button_open,Yerevan / По рейтингу,109,104
city_landing,filters-categories_click,Istanbul / Фотопрогулки,58,48
city_landing,price_button_submit,Baikal / Показать предложения (46),2,2
city_landing,search-tools-button_open,Lazarevskoye / Сортировка По рейтингу,4,4
city_landing,price_button_submit,Antalya / Показать предложения (62),3,3
city_landing,price_button_submit,Moscow / Показать предложения (313),3,3
city_landing,price_button_submit,Bethlehem / Показать предложения (1),1,1
city_landing,search-tools-button_open,Evpatoria / Необычные,1,1
city_landing,dates_filter_mobile,Moscow / Today,1,1
city_landing,price_button_submit,Istanbul / Показать предложения (96),1,1
city_landing,ticket-type_checkbox,Vladimir / Мини-группа,22,16
city_landing,ticket-type_checkbox,Arkhangelsk / Мини-группа,4,4
city_landing,search-tools-button_open,Hurghada / Выбрано: 4,1,1
city_landing,search-tools-button_open,Suzdal / Для детей,2,1
city_landing,price_button_submit,Petrozavodsk / Показать предложения (38),6,6
city_landing,filters-categories_click,Krasnodar / Гастрономические,15,11
city_landing,price_button_submit,Sevastopol / Показать предложения (20),16,15
city_landing,dates_filter_mobile,Zelenogradsk / Сегодня,62,48
city_landing,price_button_submit,Moscow / Показать предложения (286),2,2
city_landing,price_button_submit,Moscow / Показать предложения (453),1,1
city_landing,price_button_submit,Porto / Показать предложения (4),1,1
city_landing,price_button_close,Lisbon,7,7
city_landing,price_button_submit,Makhachkala / Показать предложения (52),8,7
city_landing,search-tools-button_open,Ekaterinburg / Вечерние экскурсии,1,1
city_landing,search-tools-button_open,Kaliningrad / ГДЕ КУПИТЬ ЭКСКУРСИИ В КАЛИНИНГРАДЕ САМОСТОЯТЕЛЬНО,1,1
city_landing,price_button_submit,Berlin / Показать предложения (20),11,11
city_landing,search-tools-button_open,Taganrog / Категории,4,4
city_landing,search-tools-button_open,Playa del Carmen / По рейтингу,11,10
city_landing,price_button_submit,Sevastopol / Показать предложения (128),1,1
City Page,Page Visit,Perm,2353,1564
city_landing,filters-categories_click,Krakow / Пешеходные,5,4
city_landing,start_date_click,Jakarta,1,1
city_landing,search-tools-button_open,Partenit / По рейтингу,1,1
city_landing,search-tools-button_open,Saint Petersburg / Категории РЕЧНЫЕ ЭКСКУРСИИ ПО ПИТЕРУ,1,1
city_landing,search-tools-button_open,Rome / История и Архитектура,1,1
city_landing,filters-categories_click,Abu Dhabi / Индивидуальные,1,1
city_landing,price_button_submit,Saint Petersburg / Показать предложения (108),20,18
city_landing,price_button_submit,Moscow / Показать предложения (108),8,7
city_landing,filters-categories_click,Florence / По рейтингу,2,2
city_landing,search-tools-button_open,Adler / Фильтры Выбрано: 0,19,19
city_landing,price_third,Makhachkala,4,3
city_landing,search-tools-button_open,Limassol / Сортировка По рейтингу,1,1
city_landing,pay-type_checkbox,Sharjah / Оплата на месте (без предоплаты),8,8
city_landing,search-tools-button_open,Vladivostok / Популярные,1,1
city_landing,price_button_submit,Vienna / Показать предложения (17),10,9
city_landing,search-tools-button_open,Antalya / По рейтингу,193,187
city_landing,dates_filter_mobile,Izberbash / Сегодня,3,2
city_landing,price_button_submit,Kaliningrad / Показать предложения (50),24,23
city_landing,end_date_click,Zheleznovodsk,26,20
city_landing,filters-categories_click,Krakow / Обзорные,2,2
city_landing,price_button_close,Omsk,1,1
city_landing,price_button_submit,Vladikavkaz / Показать предложения (3),36,34
city_landing,search-tools-button_open,Adler / КУДА СЪЕЗДИТЬ В АДЛЕРЕ НА ЭКСКУРСИИ,1,1
city_landing,dates_filter_mobile,Yaroslavl / Завтра,44,39
city_landing,price_button_submit,Saint Petersburg / Показать предложения (255),6,5
city_landing,search-tools-button_open,Kaliningrad / Форт 11,2,2
city_landing,price_button_submit,Crete / Показать предложения (49),5,2
city_landing,price_button_submit,Tomsk / Показать предложения (15),11,10
city_landing,price_button_submit,Baikal / Показать предложения (4),11,10
city_landing,filters-categories_click,Pyatigorsk / Вечерние экскурсии,24,18
city_landing,price_button_submit,Sergiev Posad / Показать предложения (28),5,4
city_landing,search-tools-button_open,Smolensk / Популярные,1,1
city_landing,ticket-type_checkbox,Tunis / Индивидуальная (гид проведёт экскурсию только для вас и ваших друзей),1,1
city_landing,price_button_submit,Saint Petersburg / Показать предложения (396),4,3
city_landing,ticket-type_checkbox,Lviv / Мини-группа,6,4
city_landing,search-tools-button_open,Dusseldorf / Сортировка,2,2
city_landing,dates_filter_mobile,Torzhok / Завтра,2,2
city_landing,filters-categories_click,Yalta / Выездные,24,20
city_landing,search-tools-button_open,Irkutsk / Категории Все,2,2
city_landing,search-tools-button_open,Kaliningrad / Сначала самые популярные,14,14
city_landing,price_button_submit,Ufa / Показать предложения (11),31,26
city_landing,price_button_submit,Yessentuki / Показать предложения (8),11,10
city_landing,price_button_submit,Yaroslavl / Показать предложения (56),12,8
city_landing,price_button_submit,Adler / Показать предложения (144),1,1
city_landing,search-tools-button_open,Odessa / Категории,1,1
city_landing,price_button_submit,Vladivostok / Показать предложения (46),2,2
city_landing,price_button_submit,Rostov-on-Don / Показать предложения (9),5,5
city_landing,search-tools-button_open,Petropavlovsk-Kamchatsky / Выездные,1,1
city_landing,search-tools-button_open,Kemer / КЕМЕР ЭКСКУРСИИ САМОСТОЯТЕЛЬНО,1,1
city_landing,search-tools-button_open,Phuket / Выбрано: 0,17,17
city_landing,end_date_click,Thessaloniki,3,3
city_landing,search-tools-button_open,Kemer / Сначала самые популярные,6,6
city_landing,price_button_submit,Gorno-Altaysk / Показать предложения (18),2,2
city_landing,price_button_submit,Vologda / Показать предложения (4),3,3
city_landing,price_button_submit,Ryazan / Ничего не найдено :(,4,3
city_landing,price_button_submit,Sochi / Показать предложения (65),3,3
city_landing,start_date_click,Listvyanka,2,2
city_landing,search-tools-button_open,Nizhny Novgorod / Все,69,64
city_landing,price_button_submit,Evpatoria / Показать предложения (23),4,4
city_landing,price_button_submit,Kyiv / Показати пропозиції (32),1,1
city_landing,search-tools-button_open,Yerevan / Фильтры,276,218
city_landing,price_button_submit,Istanbul / Показать предложения (152),2,2
city_landing,filters-categories_click,Saratov / Саратовский лимонарий,1,1
city_landing,search-tools-button_open,Yessentuki / Выбрано: 0,77,72
city_landing,price_button_submit,Istanbul / Показать предложения (46),14,14
city_landing,search-tools-button_open,Moscow / ИСТОРИЧЕСКИЕ ЭКСКУРСИИ ПО МОСКВЕ,1,1
city_landing,price_button_submit,Saint Petersburg / Показать предложения (153),11,7
city_landing,price_button_submit,Kemer / Показать предложения (21),10,10
city_landing,price_button_submit,Volgograd / Показать предложения (26),4,3
city_landing,filters-categories_click,Kyiv / автобусні,1,1
city_landing,search-tools-button_open,Kaliningrad / Балтийск,1,1
city_landing,filters-categories_click,Bryansk / Сначала самые популярные,1,1
city_landing,price_button_submit,Moscow / Показать предложения (11),37,35
city_landing,price_button_submit,Sevastopol / Показать предложения (76),9,8
city_landing,start_date_click,Baikal,96,79
city_landing,filters-categories_click,Ekaterinburg / Вечерние экскурсии,26,22
city_landing,dates_filter_mobile,Vladivostok / Завтра,41,35
city_landing,search-tools-button_open,Munich / Категории,6,5
City Page,Page Visit,Yessentuki,17674,10447
city_landing,price_button_submit,Istanbul / Показать предложения (70),6,6
city_landing,price_button_submit,Murmansk / Показать предложения (40),1,1
city_landing,dates_filter_mobile,Murmansk / Сегодня,15,11
city_landing,filters-categories_click,Kazan / ВОДНЫЕ ЭКСКУРСИИ В КАЗАНИ,1,1
city_landing,price_button_submit,Budapest / Показать предложения (6),30,26
city_landing,search-tools-button_open,Cancun / Групповые,2,1
city_landing,pay-type_checkbox,Vienna / Оплата на місці (без передоплати),1,1
city_landing,filters-categories_click,Kaliningrad / Светлогорск,335,233
city_landing,price_button_submit,Feodosiya / Показать предложения (11),1,1
city_landing,ticket-type_checkbox,Belgrade / Индивидуальная (гид проведёт экскурсию только для вас и ваших друзей),35,24
city_landing,pay-type_checkbox,Amsterdam / Оплата на месте (без предоплаты),4,3
city_landing,price_button_submit,podolsk / Показать предложения (6),1,1
city_landing,clear_filter_mobile,Svetlogorsk,13,7
city_landing,filters-categories_click,Sigulda / Групповые,1,1
city_landing,price_button_close,Simeiz,2,2
city_landing,ticket-type_checkbox,Zvenigorod / Индивидуальная (гид проведёт экскурсию только для вас и ваших друзей),1,1
city_landing,price_button_submit,Tel Aviv / Показать предложения (5),2,2
city_landing,search-tools-button_open,Yessentuki / Фильтры Выбрано: 0,4,4
city_landing,filters-categories_click,Suzdal / Индивидуальные,26,22
city_landing,price_button_submit,Istanbul / Показать предложения (109),4,2
city_landing,price_button_submit,Paris / Показать предложения (50),1,1
city_landing,price_button_submit,Antalya / Показать предложения (45),3,3
city_landing,search-tools-button_open,Barcelona / Выбрано: 1,9,9
City Page,Page Visit,Jerusalem,1649,1277
city_landing,search-tools-button_open,Tula / ТУЛА ЭКСКУРСИИ,2,2
city_landing,search-tools-button_open,Makhachkala / ЭКСКУРСИЯ В ГРОЗНЫЙ ИЗ МАХАЧКАЛЫ,2,2
city_landing,search-tools-button_open,Sharjah / Выбрано: 0,12,11
city_landing,price_button_submit,Belgrade / Показать предложения (26),1,1
city_landing,dates_filter_mobile,Jerusalem / Сегодня,3,3
city_landing,price_button_submit,Saint Petersburg / Показать предложения (379),3,2
city_landing,pay-type_checkbox,Nalchik / Оплата на месте (без предоплаты),69,56
city_landing,search-tools-button_open,Novosibirsk / Сначала самые популярные,1,1
city_landing,price_button_submit,Kostroma / Показать предложения (4),18,12
city_landing,pay-type_checkbox,Minsk / Оплата на месте (без предоплаты),87,75
city_landing,price_button_submit,Tbilisi / Показать предложения (18),28,26
city_landing,pay-type_checkbox,Chelyabinsk / Оплата на месте (без предоплаты),2,2
city_landing,filters-categories_click,Kemer / История и культура,25,20
city_landing,price_button_submit,Belgrade / Показать предложения (22),2,2
city_landing,price_button_submit,Yaroslavl / Показать предложения (25),4,4
city_landing,search-tools-button_open,Bakhchisaray / Выбрано: 1,3,2
city_landing,search-tools-button_open,Ryazan / Сортировка По рейтингу,1,1
city_landing,price_button_submit,Adler / Показать предложения (154),1,1
city_landing,price_button_submit,Mineralnye Vody / Показать предложения (8),1,1
city_landing,price_button_submit,Vyborg / Показать предложения (13),2,2
city_landing,price_button_submit,Sochi / Показать предложения (173),2,2
city_landing,search-tools-button_open,Moscow / КУДА МОЖНО СХОДИТЬ НА ЭКСКУРСИЮ В МОСКВЕ,1,1
city_landing,price_button_submit,Omsk / Показать предложения (7),3,2
city_landing,search-tools-button_open,Kislovodsk / Необычные,1,1
city_landing,price_button_submit,Volgograd / Показать предложения (13),7,6
city_landing,price_button_submit,Petrozavodsk / Показать предложения (11),18,16
city_landing,price_button_submit,Makhachkala / Показать предложения (25),2,1
city_landing,price_button_submit,Sharjah / Показать предложения (34),3,2
city_landing,price_second,Kislovodsk,55,35
city_landing,price_button_submit,Gagra / Показать предложения (10),3,3
city_landing,search-tools-button_open,Tbilisi / Categories,1,1
city_landing,price_button_submit,Batumi / Показать предложения (21),1,1
city_landing,search-tools-button_open,Irkutsk / Групповые,1,1
city_landing,pay-type_checkbox,Baikal / Оплата на месте (без предоплаты),11,7
city_landing,search-tools-button_open,Adler / Выбрано: 1,153,134
city_landing,price_button_submit,Moscow / Показать предложения (125),4,3
city_landing,search-tools-button_open,Paris / Вечерние экскурсии,1,1
city_landing,price_button_submit,Ryazan / Показать предложения (2),4,4
city_landing,price_button_submit,Saint Petersburg / Показать предложения (278),3,2
city_landing,filters-categories_click,Madrid / Групповые,5,4
city_landing,price_button_close,Volgograd,44,34
city_landing,filters-categories_click,Grozny / Сначала самые дешевые,22,20
city_landing,price_button_submit,Foros / Показать предложения (8),4,4
city_landing,price_button_submit,Dubai / Показать предложения (126),5,3
city_landing,price_button_submit,Krasnodar / Показать предложения (18),29,27
city_landing,search-tools-button_open,Kazan / ВОДНЫЕ ЭКСКУРСИИ В КАЗАНИ,1,1
city_landing,price_button_submit,Sochi / Показать предложения (303),1,1
city_landing,ticket-type_checkbox,Ekaterinburg / Мини-группа,33,25
city_landing,filters-categories_click,Alushta / Необычные,39,22
city_landing,filters-categories_click,Kemer / Популярные,71,60
city_landing,search-tools-button_open,Paphos / Категории Все,2,2
city_landing,ticket-type_checkbox,Salzburg / Групповая,3,3
city_landing,dates_filter_mobile,Mezmay / Сегодня,3,1
city_landing,price_button_close,Petropavlovsk-Kamchatsky,5,5
city_landing,price_second,Rybinsk,2,2
city_landing,price_button_submit,Suzdal / Показать предложения (4),7,6
city_landing,price_button_submit,Kislovodsk / Показать предложения (29),10,10
city_landing,search-tools-button_open,Ayia Napa / Выбрано: 0,66,65
city_landing,price_button_submit,Sochi / Показать предложения (192),2,2
city_landing,filters-categories_click,Side / История и культура,24,15
city_landing,price_button_submit,Moscow / Показать предложения (279),2,1
city_landing,price_button_submit,Makhachkala / Показать предложения (18),25,17
city_landing,ticket-type_checkbox,Miass / Групповая,3,2
city_landing,filters-categories_click,Thessaloniki / Сначала самые дешевые,3,3
city_landing,price_button_submit,Alushta / Показать предложения (4),12,8
city_landing,price_button_submit,Ekaterinburg / Показать предложения (56),1,1
city_landing,end_date_click,Sharm-el-Sheikh,142,124
city_landing,price_button_submit,Dubai / Показать предложения (45),18,15
city_landing,filters-categories_click,Cairo / Обзорные,5,3
city_landing,price_button_submit,Sochi / Показать предложения (217),2,2
City Page,Page Visit,Pskov,11258,7161
City Page,Page Visit,Uganda,1,1
city_landing,price_button_submit,New York / Показать предложения (4),2,1
city_landing,ticket-type_checkbox,Warsaw / Групповая,8,6
city_landing,price_button_submit,Irkutsk / Показать предложения (7),19,19
city_landing,price_button_submit,Ljubljana / Показать предложения (25),10,10
city_landing,price_button_submit,Moscow / Показать предложения (55),15,14
city_landing,price_button_submit,Antalya / Показать предложения (48),8,7
city_landing,filters-categories_click,Paris / Авторские,7,6
city_landing,end_date_click,Saratov,7,6
city_landing,search-tools-button_open,Yoshkar-Ola / Выбрано: 0,7,7
city_landing,search-tools-button_open,Side / Фильтры Выбрано: 0,6,6
city_landing,filters-categories_click,Moscow / Сначала самые дешевые,288,221
city_landing,price_button_submit,Vologda / Ничего не найдено :(,7,6
city_landing,filters-categories_click,Nizhny Novgorod / ЭКСКУРСИИ В НИЖНЕМ НОВГОРОДЕ ЦЕНЫ,2,1
city_landing,search-tools-button_open,Chicago / Фильтры,1,1
city_landing,price_button_submit,Prague / Показать предложения (42),7,7
city_landing,dates_filter_mobile,Belgrade / Сегодня,7,5
city_landing,price_button_submit,Florence / Показать предложения (10),3,3
city_landing,price_button_close,Gagra,26,23
city_landing,filters-categories_click,Balaclava / Сначала самые дешевые,7,7
city_landing,price_button_submit,Prague / Показать предложения (6),4,4
city_landing,price_button_submit,Gagra / Показать предложения (5),8,8
city_landing,price_button_submit,Sevastopol / Показать предложения (67),2,2
city_landing,price_button_submit,Istanbul / Показать предложения (184),2,2
city_landing,search-tools-button_open,Zelenogradsk / Все,24,23
city_landing,search-tools-button_open,Yerevan / Групповые,2,2
city_landing,search-tools-button_open,Murmansk / ЭКСКУРСИИ В МУРМАНСКЕ,8,7
city_landing,filters-categories_click,Novosibirsk / ОБЗОРНАЯ ЭКСКУРСИЯ ПО НОВОСИБИРСКУ,1,1
city_landing,start_date_click,Nice,2,1
city_landing,price_button_submit,Tbilisi / Показать предложения (24),12,12
city_landing,dates_filter_mobile,Rotterdam / Сегодня,4,2
city_landing,filters-categories_click,Baku / Автобусные,4,4
city_landing,end_date_click,Bibione,1,1
city_landing,price_button_submit,Dubai / Показать предложения (86),6,6
city_landing,price_button_submit,Sevastopol / Показать предложения (49),7,5
city_landing,price_button_submit,Budapest / Показать предложения (80),4,4
city_landing,filters-categories_click,Tobolsk / По рейтингу,1,1
city_landing,price_button_submit,Tbilisi / Показать предложения (78),2,2
city_landing,filters-categories_click,Novorossiysk / Сначала самые дешевые,30,30
city_landing,price_button_submit,Athens / Показать предложения (7),8,7
city_landing,price_button_submit,Feodosiya / Ничего не найдено :(,1,1
city_landing,search-tools-button_open,Murmansk / Полуостров Рыбачий,2,2
city_landing,filters-categories_click,Veliky Novgorod / Однодневные,15,11
city_landing,price_button_submit,Myshkin / Показать предложения (3),1,1
city_landing,ticket-type_checkbox,Baku / Групповая,12,10
city_landing,search-tools-button_open,Catania / По рейтингу,1,1
city_landing,price_button_submit,Kislovodsk / Показать предложения (36),3,3
city_landing,filters-categories_click,Moscow / Музеи,128,90
city_landing,search-tools-button_open,Petrozavodsk / Категории Групповые,1,1
city_landing,filters-categories_click,Batumi / По рейтингу,2,2
city_landing,price_button_submit,Sharjah / Показать предложения (13),5,5
city_landing,filters-categories_click,Omsk / Индивидуальные,2,2
city_landing,price_button_submit,Lisbon / Показать предложения (48),1,1
city_landing,filters-categories_click,Sevastopol / Гастрономические,32,22
city_landing,filters-categories_click,Feodosiya / Индивидуальные,2,2
city_landing,price_button_submit,Petrozavodsk / Показать предложения (8),8,8
city_landing,price_button_submit,Vladikavkaz / Показать предложения (57),6,5
city_landing,price_button_submit,Almaty / Показать предложения (15),7,5
city_landing,search-tools-button_open,Tula / Все,36,36
city_landing,price_button_submit,Simeiz / Показать предложения (8),1,1
city_landing,search-tools-button_open,Nizhny Novgorod / НИЖНИЙ НОВГОРОД ЭКСКУРСИИ ПО ГОРОДУ,1,1
city_landing,search-tools-button_open,Vladikavkaz / Фильтры,349,315
city_landing,filters-categories_click,Astana / Сначала самые дешевые,7,7
city_landing,search-tools-button_open,Ufa / Категории,37,32
city_landing,filters-categories_click,Ekaterinburg / По Уралу,40,27
city_landing,filters-categories_click,Oryol / Сначала самые популярные,2,2
city_landing,price_button_submit,Ekaterinburg / Показать предложения (18),13,11
city_landing,filters-categories_click,Chelyabinsk / Сначала самые популярные,1,1
city_landing,price_button_submit,Pyatigorsk / Показать предложения (50),2,2
city_landing,price_button_submit,Murmansk / Показать предложения (29),8,7
city_landing,price_button_submit,Sochi / Показать предложения (110),8,8
city_landing,price_button_close,Cartagena de Indias,1,1
city_landing,filters-categories_click,Ayia Napa / Автобусные,6,5
city_landing,dates_filter_mobile,Chisinau / Завтра,1,1
city_landing,pay-type_checkbox,Salzburg / Оплата на месте (без предоплаты),1,1
city_landing,search-tools-button_open,Pskov / По рейтингу,77,72
city_landing,ticket-type_checkbox,New York / Мини-группа,4,4
city_landing,price_button_submit,Nalchik / Показать предложения (49),3,3
city_landing,filters-categories_click,Belgrade / Для детей,2,2
city_landing,filters-categories_click,Rome / Популярные,17,15
city_landing,ticket-type_checkbox,Bremen / Индивидуальная (гид проведёт экскурсию только для вас и ваших друзей),1,1
city_landing,price_button_submit,Vladimir / Показать предложения (1),50,40
city_landing,price_button_submit,Adler / Показать предложения (50),7,7
city_landing,price_button_submit,Saint Petersburg / Показать предложения (394),3,3
city_landing,filters-categories_click,Sharm-el-Sheikh / ЭКСКУРСИИ ПО ШАРМ ЭЛЬ ШЕЙХУ,1,1
city_landing,search-tools-button_open,Kazan / ЭКСКУРСИИ ПО КАЗАНИ ЦЕНЫ,1,1
city_landing,search-tools-button_open,Makhachkala / Выбрано: 1,108,101
city_landing,price_button_submit,Milan / Показать предложения (17),16,13
city_landing,search-tools-button_open,Murmansk / Сначала самые дешевые,6,6
city_landing,filters-categories_click,Dubai / Парк цветов,47,36
city_landing,search-tools-button_open,Bamberg / Фильтры,1,1
city_landing,search-tools-button_open,Ryazan / ЭКСКУРСИИ РЯЗАНЬ,2,2
city_landing,search-tools-button_open,Vyborg / Категории АВТОБУСНАЯ ЭКСКУРСИЯ В ВЫБОРГ,1,1
city_landing,filters-categories_click,Fethiye / Выездные,2,1
city_landing,filters-categories_click,Santorini / Сначала самые популярные,1,1
city_landing,price_button_submit,Rybinsk / Показать предложения (10),10,8
city_landing,filters-categories_click,Tbilisi / Сначала самые дешевые,154,121
city_landing,search-tools-button_open,Frankfurt / Фильтры,1,1
city_landing,ticket-type_checkbox,Volgograd / Мини-группа,22,14
city_landing,search-tools-button_open,Prague / Круизы и теплоходные прогулки,1,1
city_landing,price_button_submit,Kyiv / Показать предложения (32),22,22
city_landing,price_button_submit,Tyumen / Показать предложения (1),11,10
city_landing,search-tools-button_open,Izberbash / Категории Все,1,1
city_landing,search-tools-button_open,Dubai / Категории Индивидуальные,1,1
city_landing,price_button_submit,Helsinki / Показать предложения (7),1,1
city_landing,filters-categories_click,Budapest / Сначала самые популярные,152,139
city_landing,price_button_submit,Tenerife / Показать предложения (20),2,2
city_landing,filters-categories_click,Antalya / Билеты без очереди,6,4
city_landing,filters-categories_click,Athens / Ночные экскурсии,1,1
city_landing,dates_filter_mobile,Ulan-Ude / Сегодня,3,1
city_landing,filters-categories_click,Baku / Сначала самые дешевые,12,12
city_landing,filters-categories_click,Nizhny Novgorod / ЗАКАЗАТЬ ЭКСКУРСИЮ В НИЖНЕМ НОВГОРОДЕ,1,1
city_landing,filters-categories_click,Budapest / ЭКСКУРСИИ БУДАПЕШТ,1,1
city_landing,search-tools-button_open,Petrozavodsk / Выбрано: 3,2,2
city_landing,ticket-type_checkbox,Innopolis / Групповая,1,1
city_landing,search-tools-button_open,Tbilisi / ИНДИВИДУАЛЬНЫЕ ЭКСКУРСИИ В ТБИЛИСИ НА РУССКОМ ЯЗЫКЕ,2,2
city_landing,search-tools-button_open,Tbilisi / ИНДИВИДУАЛЬНЫЕ ЭКСКУРСИИ ПО ГРУЗИИ ИЗ ТБИЛИСИ,2,1
city_landing,filters-categories_click,Tallinn / Для детей,1,1
city_landing,price_button_submit,Sharm-el-Sheikh / Показать предложения (57),3,3
city_landing,search-tools-button_open,Dubai / Выбрано: 3,18,15
city_landing,price_button_submit,Vyborg / Показать предложения (12),4,4
city_landing,search-tools-button_open,Smolensk / Категории,17,14
city_landing,price_button_submit,Saint Petersburg / Показать предложения (71),7,6
city_landing,price_button_submit,Kyiv / Показать предложения (4),29,27
city_landing,price_button_submit,Krasnoyarsk / Показать предложения (33),9,5
city_landing,search-tools-button_open,Marrakesh / Фильтры,1,1
